"SubjectId";"BusinessTrip";"PartySize";"Age25_44";"Age45_54";"Age55";"Income";"Female";"Undergraduate";"Posgraduate";"AirlineFirstFlight_1";"AirlineFirstFlight_2";"AirlineFirstFlight_3";"AirlineSecondFlight_3";"TripTimeHours_1";"TripTimeHours_2";"TripTimeHours_3";"Legroom12";"Legroom13";"Legroom14";"Legroom22";"Legroom23";"Legroom24";"Legroom32";"Legroom33";"Legroom34";"Fare_1";"Fare_2";"Fare_3";"StopPenaltyHours_2";"StopPenaltyHours_3";"IncomeDummy";"DiffTime1";"DiffTime2";"DiffTime3";"Choice"
567;1;1;0;1;0;70;0;1;0;7;1;4;3;6,15;8,15;7,65;0;1;0;1;0;0;0;1;0;565;630;630;1,5;1;1;0,35;4,65;4,15;1
568;0;2;1;0;0;350;0;0;1;1;1;8;6;5,33333;6,83333;6,83333;0;1;0;0;0;0;0;0;0;1120;965;1170;1;1;0;0,333333333333333;0,166666666666667;0,166666666666667;1
569;0;2;1;0;0;70;0;0;1;6;2;7;1;4,76667;5,76667;6,26667;0;0;1;0;0;0;0;1;0;585;415;490;0,5;1;1;5,73333333333333;1,73333333333333;4,23333333333333;2
570;0;1;1;0;0;40;1;1;0;1;7;5;2;4,56667;6,56667;6,56667;1;0;0;0;1;0;0;0;0;405;290;405;1,5;1,5;1;1,5;3;4,5;2
571;0;2;1;0;0;137,5;0;1;0;1;6;4;5;5,3;7,8;7,8;0;1;0;0;1;0;0;0;1;625;850;625;2;2;0;5;5;2;1
573;0;2;1;0;0;137,5;0;0;0;6;2;7;1;6,16667;8,16667;8,16667;0;1;0;1;0;0;1;0;0;455;530;550;1,5;1,5;0;2,16666666666667;7,16666666666667;8,16666666666667;3
575;0;1;1;0;0;30;0;1;0;3;4;5;1;6,16667;8,16667;7,66667;0;0;0;0;0;0;1;0;0;360;380;415;1,5;1;1;1,66666666666667;3,66666666666667;2,16666666666667;1
576;0;2;1;0;0;50;1;1;0;8;4;7;5;6,35;7,85;7,85;0;0;0;1;0;0;0;0;1;555;645;585;1;1;1;0;4;2;1
577;0;1;1;0;0;20;1;0;1;3;5;3;5;5,61667;6,61667;8,11667;0;0;1;1;0;0;0;0;1;280;355;295;0,5;2;1;8,13333333333333;0,366666666666667;1,86666666666667;1
578;0;1;1;0;0;40;1;0;0;3;6;6;3;4,23333;5,73333;6,23333;0;1;0;0;0;0;0;0;1;305;250;305;1;1,5;1;3,23333333333333;13,7333333333333;5,23333333333333;1
579;0;1;0;0;0;10;1;1;0;5;9;2;6;1,68333;3,68333;4,18333;0;1;0;0;0;0;0;0;1;310;255;270;1,5;2;1;1,06666666666667;2,43333333333333;5,93333333333333;2
580;1;1;1;0;0;92,5;1;0;1;4;1;2;7;5,76667;7,26667;8,26667;0;1;0;1;0;0;1;0;0;430;515;365;1;2;1;1,26666666666667;8,76666666666667;6,76666666666667;1
581;0;2;1;0;0;30;1;0;0;9;11;2;4;4,56667;7,06667;6,56667;0;0;0;0;1;0;0;1;0;580;555;555;2;1,5;1;9,56666666666667;12,0666666666667;11,5666666666667;1
582;1;1;1;0;0;50;0;0;0;3;7;2;9;4,26667;5,26667;6,76667;1;0;0;0;0;0;0;0;0;535;565;650;0,5;2;1;2,26666666666667;1,26666666666667;0,766666666666667;1
583;1;1;1;0;0;60;0;1;0;7;3;7;2;2,53333;3,53333;4,53333;1;0;0;1;0;0;0;1;0;385;420;335;0,5;1,5;1;0,533333333333333;6,03333333333333;1,96666666666667;3
584;1;1;0;1;0;350;0;0;1;3;2;1;2;4,23333;5,73333;6,23333;0;0;0;1;0;0;0;0;0;495;495;470;1;1,5;0;4,23333333333333;0,266666666666667;6,23333333333333;1
585;0;1;0;0;0;10;1;1;0;7;8;5;9;1,36667;2,86667;3,86667;0;0;0;0;0;0;0;1;0;255;245;325;1;2;1;3;0;6;1
586;1;4;1;0;0;112,5;1;0;1;7;4;1;3;3,81667;5,31667;6,31667;1;0;0;0;1;0;0;0;0;145;185;175;1;2;0;3;7,5;3;1
587;0;2;0;1;0;70;1;1;0;4;2;5;7;0,916667;3,41667;2,41667;0;0;1;1;0;0;0;0;0;175;160;160;2;1;1;3,58333333333333;7,91666666666667;5,41666666666667;1
589;0;1;0;0;0;112,5;0;1;0;2;3;4;3;4,63333;5,63333;6,63333;0;0;0;0;0;1;0;0;0;340;290;405;0,5;1,5;0;1;3;2;2
590;0;5;1;0;0;112,5;1;1;0;7;2;6;4;2,51667;3,51667;5,01667;0;0;1;1;0;0;0;0;1;195;150;160;0,5;2;0;6,5;5;6,5;1
591;1;1;1;0;0;60;1;1;0;9;6;7;1;5,33333;6,33333;6,83333;0;0;0;0;0;1;0;0;1;1170;1015;1065;0,5;1;1;2;6;4;1
592;1;1;1;0;0;50;0;1;0;1;11;7;2;1,36667;2,36667;2,36667;1;0;0;0;0;0;0;0;1;265;295;310;0,5;0,5;1;12,3666666666667;10,3666666666667;2,86666666666667;1
593;0;1;1;0;0;60;0;0;0;7;6;10;1;0,966667;2,96667;1,96667;0;0;1;0;1;0;0;1;0;90;125;120;1,5;0,5;1;4,96666666666667;6,96666666666667;4,46666666666667;1
594;1;1;1;0;0;112,5;0;1;0;6;7;5;6;6,16667;8,66667;8,66667;0;0;1;0;0;0;1;0;0;530;480;505;2;2;0;8,83333333333333;2,33333333333333;2,33333333333333;1
596;1;2;0;1;0;112,5;1;1;0;9;11;2;4;4,3;6,8;6,3;0;0;0;0;1;0;0;1;0;300;290;290;2;1,5;0;1;1;1;1
597;0;2;1;0;0;112,5;1;1;0;9;6;7;1;2,48333;3,48333;3,98333;0;0;0;0;0;1;0;0;1;780;675;710;0,5;1;0;7,5;1,5;4,5;2
598;0;1;0;1;0;112,5;1;1;0;1;11;7;2;2,73333;3,73333;3,73333;1;0;0;0;0;0;0;0;1;270;295;310;0,5;0,5;0;3;0;7,5;1
599;0;1;1;0;0;50;1;0;1;5;7;1;5;2,53333;4,53333;4,53333;0;0;1;0;0;1;0;0;1;320;250;335;1,5;1,5;1;1;11,5;4;2
600;0;1;1;0;0;70;1;1;0;2;3;2;5;2,73333;3,73333;4,73333;0;0;1;0;0;0;1;0;0;340;340;295;0,5;1,5;1;2,5;0,5;5;3
601;0;2;1;0;0;350;1;1;0;6;8;3;6;3,48333;5,98333;5,48333;1;0;0;0;0;0;0;0;0;745;710;680;2;1,5;0;2;1;8;1
602;0;1;1;0;0;70;0;1;0;4;3;7;6;1,81667;4,31667;2,81667;0;1;0;0;1;0;0;0;0;220;210;230;2;0,5;1;11;11;5;1
604;0;3;0;1;0;350;1;1;0;7;2;6;4;5,8;7,8;6,8;0;1;0;0;0;0;0;0;0;720;720;585;1,5;0,5;0;3,2;1,2;3,7;1
605;1;1;1;0;0;137,5;1;0;1;6;7;6;1;5,8;7,3;6,8;1;0;0;0;1;0;0;0;1;720;620;620;1;0,5;0;5,2;8,2;2,7;3
607;0;2;1;0;0;137,5;0;0;1;2;3;4;3;5,53333;6,53333;7,53333;0;0;0;0;0;1;0;0;0;460;390;550;0,5;1,5;0;0;4;3;1
608;0;1;0;1;0;50;1;1;0;6;5;10;4;2,8;5,3;5,3;1;0;0;1;0;0;0;1;0;535;580;535;2;2;1;8;1;7;1
609;1;1;1;0;0;137,5;1;1;0;7;5;4;6;1,25;3,75;2,75;0;1;0;0;0;1;0;1;0;140;105;125;2;1;0;4,25;8,25;7,25;1
610;0;1;0;0;0;20;1;1;0;2;1;3;8;4,53333;5,53333;6,53333;1;0;0;1;0;0;0;1;0;770;640;705;0,5;1,5;1;2,96666666666667;4,96666666666667;2,03333333333333;2
611;0;1;1;0;0;187,5;1;0;1;7;6;1;6;5,33333;6,33333;7,83333;1;0;0;0;0;0;0;0;0;385;370;285;0,5;2;0;12,5;13,5;8,5;3
612;0;1;1;0;0;70;0;0;1;7;1;2;5;5,13333;6,13333;7,13333;0;0;0;0;0;1;0;0;0;410;375;355;0,5;1,5;1;4;10;4;3
614;0;2;1;0;0;187,5;0;1;0;4;3;7;6;3,48333;4,98333;5,98333;0;0;1;0;0;1;0;0;1;775;680;745;1;2;0;7;10;10;1
615;1;1;1;0;0;112,5;1;1;0;4;2;6;3;5,6;7,1;7,6;1;0;0;0;0;1;0;1;0;480;550;550;1;1,5;0;4,1;0,6;3,1;1
616;0;1;1;0;0;10;0;1;0;9;1;5;3;4,16667;6,16667;6,66667;0;0;0;1;0;0;0;0;0;510;585;440;1,5;2;1;4,16666666666667;0,166666666666667;1,66666666666667;3
617;0;1;0;1;0;350;1;0;1;6;4;2;6;1,85;4,35;3,85;0;0;1;1;0;0;0;0;1;275;215;265;2;1,5;0;6;4,5;3;1
618;1;1;1;0;0;70;1;1;0;11;2;2;4;5,2;6,2;6,7;1;0;0;1;0;0;1;0;0;405;310;330;0,5;1;1;8;11;11;1
619;1;2;1;0;0;112,5;0;1;0;9;6;3;6;1,81667;2,81667;3,31667;0;0;1;0;0;0;0;1;0;320;305;345;0,5;1;0;9,31666666666667;7,31666666666667;12,3166666666667;1
621;0;2;1;0;0;112,5;0;0;1;6;5;1;7;5,98333;8,48333;8,48333;0;1;0;0;1;0;0;0;1;680;505;535;2;2;0;2,48333333333333;4,98333333333333;3,48333333333333;2
622;1;2;1;0;0;40;1;1;0;6;8;7;5;5,3;7,8;7,3;0;1;0;0;0;1;1;0;0;975;1015;1060;2;1,5;1;8,3;11,8;10,3;1
623;0;2;1;0;0;162,5;1;0;1;11;4;3;4;4,01667;6,51667;6,01667;0;1;0;0;0;1;1;0;0;730;580;610;2;1,5;0;3;1;4;1
624;0;1;1;0;0;40;1;1;0;4;10;5;1;4,83333;5,83333;6,83333;0;1;0;0;1;0;0;0;1;365;490;450;0,5;1,5;1;14,75;16,75;10,75;1
625;1;1;1;0;0;112,5;0;1;0;1;4;2;6;2,53333;4,53333;5,03333;1;0;0;0;0;1;0;1;0;235;270;210;1,5;2;0;3,25;6,25;9,25;1
626;0;1;1;0;0;112,5;0;1;0;10;1;5;3;6,15;7,15;7,15;1;0;0;0;0;0;0;0;1;610;610;640;0,5;0,5;0;2,15;8,15;5,15;1
628;1;1;1;0;0;40;1;0;1;11;4;7;5;2,53333;5,03333;4,53333;1;0;0;0;0;0;0;0;0;290;265;250;2;1,5;1;2,5;2,5;8;3
629;0;1;1;0;0;50;0;0;1;1;2;7;11;5,53333;8,03333;8,03333;0;0;0;0;0;1;0;0;0;390;435;435;2;2;1;15;13;13;1
630;0;1;0;0;0;20;1;1;0;9;11;4;11;2,53333;5,03333;4,53333;0;0;1;1;0;0;0;0;1;175;195;170;2;1,5;1;3,5;6,5;0,5;1
631;0;1;1;0;0;350;0;1;0;4;2;6;3;5,3;7,8;6,8;0;0;0;0;1;0;1;0;0;665;885;735;2;1;0;10;9;7;3
632;1;1;0;1;0;350;0;0;1;3;8;1;4;5,21667;7,21667;6,71667;1;0;0;0;1;0;0;0;1;835;835;590;1,5;1;0;0,216666666666667;6,21666666666667;5,71666666666667;1
633;0;3;1;0;0;112,5;0;0;0;4;6;10;8;2,51667;4,01667;4,51667;0;0;0;1;0;0;0;0;0;335;250;240;1;1,5;0;5,51666666666667;7,01666666666667;0,0166666666666667;2
634;1;3;0;1;0;187,5;0;0;1;2;7;2;1;5,21667;7,71667;6,71667;0;1;0;0;0;1;0;1;0;385;385;295;2;1;0;7,46666666666667;7,96666666666667;10,9666666666667;1
635;1;1;0;1;0;70;0;0;1;3;5;7;3;0,966667;1,96667;3,46667;0;0;0;0;1;0;0;1;0;125;120;120;0,5;2;1;2,25;2,25;0,75;1
636;0;1;1;0;0;50;0;0;0;2;5;7;4;4,5;6;6,5;0;1;0;0;0;0;0;0;1;365;345;345;1;1,5;1;7,25;4,25;7,75;1
637;0;1;0;0;0;50;1;1;0;2;11;8;5;1,36667;2,86667;3,86667;1;0;0;0;1;0;0;0;0;145;130;130;1;2;1;0,5;4;1;1
639;0;2;1;0;0;112,5;1;0;1;9;7;1;7;5,71667;7,21667;6,71667;0;0;0;0;0;0;1;0;0;280;280;250;1;0,5;0;0;3;6;3
641;1;3;1;0;0;70;1;0;1;3;9;9;7;3,33333;4,33333;5,33333;0;0;1;0;0;0;1;0;0;225;275;290;0,5;1,5;1;2,5;2;4;1
642;0;2;1;0;0;30;1;1;0;2;5;7;4;4,88333;6,38333;6,88333;0;1;0;0;0;0;0;0;1;365;345;345;1;1,5;1;0,883333333333333;0,616666666666667;1,88333333333333;3
643;1;3;1;0;0;70;1;0;1;3;7;2;8;5,23333;7,23333;6,23333;0;0;0;1;0;0;0;0;1;315;250;265;1,5;0,5;1;14,25;17,75;15,25;3
644;1;1;0;1;0;137,5;0;0;1;1;6;4;5;5,05;6,55;6,05;0;0;1;0;0;1;0;0;0;505;550;435;1;0,5;0;4,55;1,55;10,05;1
645;0;1;1;0;0;112,5;0;1;0;7;6;1;6;5,35;6,35;7,85;1;0;0;0;0;0;0;0;0;625;595;460;0,5;2;0;3,35;2,85;11,85;3
646;0;3;1;0;0;112,5;1;1;0;3;8;8;7;4,38333;6,38333;5,88333;0;1;0;1;0;0;0;1;0;455;385;455;1,5;1;0;4;3;2;1
647;0;2;0;0;0;92,5;1;1;0;4;5;4;2;5,45;6,45;7,95;1;0;0;0;0;0;0;0;0;345;485;365;0,5;2;1;12;9;4,5;3
648;0;2;1;0;0;70;1;1;0;2;1;7;2;5,8;6,8;7,8;0;1;0;0;1;0;0;0;1;570;600;515;0,5;1,5;1;12,5;8;5;3
649;0;1;1;0;0;40;0;1;0;4;5;2;9;5,33333;7,33333;6,33333;0;0;1;0;1;0;0;1;0;390;375;360;1,5;0,5;1;0,666666666666667;1,33333333333333;7,33333333333333;1
650;1;1;1;0;0;80;1;1;0;9;1;6;5;5,21667;7,21667;7,71667;0;0;1;0;1;0;1;0;0;590;590;765;1,5;2;1;0,716666666666667;1,71666666666667;6,21666666666667;1
652;0;2;0;1;0;137,5;0;1;0;6;5;11;4;5,71667;7,21667;6,71667;0;0;0;0;0;0;1;0;0;350;470;430;1;0,5;0;1,71666666666667;6,21666666666667;3,28333333333333;1
653;0;1;1;0;0;10;1;0;0;3;4;5;1;0,966667;2,96667;2,46667;0;0;0;0;0;0;1;0;0;105;110;120;1,5;1;1;6,5;6,5;8;1
654;0;4;1;0;0;137,5;0;1;0;6;2;7;1;5,6;6,6;7,1;0;0;1;0;0;0;0;1;0;715;510;595;0,5;1;0;3;1;3;1
655;1;2;0;0;1;137,5;0;0;1;3;2;11;9;1,25;2,75;3,25;0;0;1;0;1;0;1;0;0;230;230;240;1;1,5;0;6;6;0,5;1
656;1;4;1;0;0;30;0;0;1;3;5;7;3;3,56667;5,56667;4,56667;1;0;0;0;0;1;1;0;0;450;495;430;1,5;0,5;1;7,25;6,25;5,25;1
657;0;1;1;0;0;50;0;0;1;2;6;6;4;3,93333;4,93333;6,43333;0;0;0;0;1;0;0;1;0;440;420;330;0,5;2;1;2;0;0;1
658;0;2;1;0;0;50;1;1;0;4;7;3;5;5,23333;6,23333;7,73333;0;0;0;0;1;0;0;1;0;280;280;280;0,5;2;1;2;6,5;5;1
660;1;1;1;0;0;70;0;1;0;9;11;2;4;5,36667;7,86667;7,36667;0;0;0;0;1;0;0;1;0;635;610;610;2;1,5;1;11;11;11;1
661;0;1;1;0;0;30;1;1;0;2;11;8;5;6,16667;7,66667;8,66667;1;0;0;0;1;0;0;0;0;380;345;345;1;2;1;1;2;0;1
662;0;3;1;0;0;350;0;0;1;4;2;6;3;4,5;6;6,5;1;0;0;0;0;1;0;1;0;460;530;530;1;1,5;0;7;0,5;2,5;2
663;1;2;0;0;1;112,5;0;0;1;4;10;5;1;1,25;2,25;3,25;0;1;0;0;1;0;0;0;1;145;190;175;0,5;1,5;0;2;5;4;1
664;1;1;1;0;0;187,5;0;0;1;6;5;10;4;3,48333;5,98333;5,98333;1;0;0;1;0;0;0;1;0;855;930;855;2;2;0;1,5;8,5;2,5;1
665;0;2;1;0;0;112,5;1;1;0;7;5;2;1;5,36667;6,86667;7,36667;0;0;0;1;0;0;0;0;0;595;660;595;1;1,5;0;5,36666666666667;6,86666666666667;11,3666666666667;1
666;0;4;1;0;0;350;0;0;1;3;2;11;9;5,98333;7,48333;7,98333;0;0;1;0;1;0;1;0;0;815;815;850;1;1,5;0;0,5;1;5;1
667;0;1;1;0;0;50;1;1;0;3;6;6;3;6,16667;7,66667;8,16667;0;1;0;0;0;0;0;0;1;395;325;395;1;1,5;1;11;5;11;2
668;0;2;1;0;0;137,5;0;0;1;9;1;5;3;5,71667;7,71667;8,21667;0;0;0;1;0;0;0;0;0;675;775;580;1,5;2;0;15,2166666666667;8,21666666666667;10,2166666666667;3
669;0;1;1;0;0;50;0;1;0;10;10;2;5;4,76667;6,26667;6,26667;1;0;0;0;0;1;1;0;0;465;585;490;1;1;1;10,7833333333333;10,7833333333333;10,7833333333333;1
670;1;2;1;0;0;112,5;1;0;0;6;3;5;3;5,8;7,8;8,3;0;0;1;0;1;0;1;0;0;650;720;650;1,5;2;0;3,75;3,75;3,75;1
671;1;2;1;0;0;350;0;0;1;11;2;4;7;1,25;2,25;2,75;0;1;0;0;1;0;0;0;0;180;185;170;0,5;1;0;1,25;4,25;9,25;1
672;1;1;0;0;1;70;0;0;0;7;3;3;8;4,88333;6,88333;6,38333;0;0;1;0;0;1;0;0;0;375;395;360;1,5;1;1;1,88333333333333;5,38333333333333;3,38333333333333;1
674;1;2;1;0;0;187,5;1;1;0;1;7;5;2;3,93333;4,93333;5,43333;0;0;0;0;0;1;0;0;1;520;605;495;0,5;1;0;8,56666666666667;3,56666666666667;0,0666666666666667;1
675;0;2;1;0;0;112,5;1;1;0;6;3;5;3;3,75;5,75;6,25;0;0;1;0;1;0;1;0;0;305;340;305;1,5;2;0;7,5;7,5;7,5;1
676;0;4;1;0;0;70;1;1;0;5;2;4;5;3,75;6,25;6,25;1;0;0;1;0;0;0;1;0;290;290;390;2;2;1;9,25;5,25;6,75;1
677;0;1;1;0;0;70;1;0;1;4;2;5;6;4,83333;6,33333;6,83333;0;1;0;0;0;0;0;0;1;310;285;245;1;1,5;1;2;4;2;3
678;0;1;1;0;0;60;1;1;0;4;7;3;5;1,96667;2,96667;4,46667;0;0;0;0;1;0;0;1;0;210;210;210;0,5;2;1;5,5;10;8,5;1
679;0;2;1;0;0;162,5;0;0;0;4;2;6;3;6,16667;8,66667;7,66667;0;0;0;0;1;0;1;0;0;540;720;600;2;1;0;0,416666666666667;3,91666666666667;4,91666666666667;1
681;0;1;0;0;0;30;1;1;0;1;7;6;11;6,15;8,15;8,15;0;1;0;1;0;0;1;0;0;530;640;560;1,5;1,5;1;8;2;3;1
682;0;1;0;0;0;10;1;1;0;4;1;2;7;5,53333;8,03333;6,53333;0;0;1;0;0;0;0;1;0;685;875;725;2;0,5;1;1,53333333333333;0,0333333333333333;0,466666666666667;1
683;0;1;0;0;0;187,5;1;1;0;1;2;3;2;3,93333;5,43333;4,93333;0;1;0;1;0;0;0;1;0;525;480;455;1;0,5;0;1;5;4;3
684;1;2;1;0;0;137,5;1;1;0;2;6;6;4;1,81667;3,81667;2,81667;1;0;0;0;0;1;1;0;0;275;345;345;1,5;0,5;0;9,5;0,5;0,5;1
685;0;1;1;0;0;112,5;0;0;1;4;7;7;3;5,33333;7,33333;6,33333;0;1;0;0;0;0;0;0;0;1120;965;915;1,5;0,5;0;0,75;0,75;0,75;3
686;0;1;0;0;0;40;1;0;0;2;7;4;6;5,3;6,8;7,3;0;0;0;1;0;0;0;0;0;775;885;850;1;1,5;1;4,3;9,8;7,3;1
687;0;2;0;1;0;350;0;0;1;6;2;7;1;4,23333;6,23333;6,23333;0;1;0;1;0;0;1;0;0;350;405;420;1,5;1,5;0;5,5;1;0,5;1
688;0;2;1;0;0;137,5;0;1;0;7;1;4;3;5,45;7,45;6,95;0;1;0;1;0;0;0;1;0;345;385;385;1,5;1;0;0,5;5;5;1
689;0;1;1;0;0;30;0;1;0;5;1;6;7;3,33333;5,83333;5,33333;1;0;0;0;0;0;0;0;0;295;310;280;2;1,5;1;3,5;3,5;2;1
691;0;2;0;0;1;350;0;1;0;3;8;1;4;1,81667;3,81667;3,31667;1;0;0;0;1;0;0;0;1;415;415;295;1,5;1;0;0;6;6;3
692;1;3;1;0;0;92,5;0;0;0;3;9;1;4;4,01667;5,01667;6,01667;0;0;0;0;0;1;0;0;0;290;350;290;0,5;1,5;1;3;1;1;1
693;1;2;0;1;0;162,5;0;0;1;3;5;7;3;4,98333;6,98333;5,98333;1;0;0;0;0;1;1;0;0;965;1060;915;1,5;0,5;0;3,98333333333333;4,98333333333333;2,98333333333333;1
694;0;3;1;0;0;80;0;1;0;6;6;2;4;2,51667;4,51667;4,51667;0;0;1;0;0;1;0;0;1;250;265;240;1,5;1,5;1;2,75;4,25;11,75;1
695;0;2;0;0;0;112,5;1;1;0;6;7;6;1;3,01667;5,51667;5,51667;0;0;0;0;0;1;0;0;0;215;195;225;2;2;0;5;4;3;1
696;0;1;1;0;0;112,5;1;0;1;1;2;3;2;3,33333;4,83333;4,33333;0;1;0;1;0;0;0;1;0;360;330;310;1;0,5;0;1,33333333333333;8,83333333333333;6,83333333333333;1
697;0;1;1;0;0;162,5;1;1;0;1;11;7;2;1,36667;2,36667;2,36667;1;0;0;0;0;0;0;0;1;170;190;200;0,5;0,5;0;8,5;5,5;2;1
698;0;2;1;0;0;70;1;0;0;11;3;1;11;4,65;6,65;7,15;1;0;0;0;0;1;0;1;0;340;420;420;1,5;2;1;2;4;3;1
699;0;4;0;0;1;60;1;1;0;5;2;2;3;4,61667;6,11667;5,61667;0;0;1;0;0;1;0;0;0;555;465;510;1;0,5;1;1,25;4,25;1,75;1
700;0;1;1;0;0;80;1;1;0;2;1;3;9;5,01667;7,01667;6,51667;0;0;0;0;0;0;1;0;0;370;370;410;1,5;1;1;1;1;5,5;1
701;1;1;1;0;0;350;0;1;0;6;5;10;4;3,01667;5,51667;5,51667;1;0;0;1;0;0;0;1;0;410;445;410;2;2;0;2;9;3;1
702;0;2;0;0;0;70;1;1;0;2;1;7;2;2,53333;4,53333;4,03333;0;0;1;0;0;1;0;0;0;240;240;320;1,5;1;1;9,5;6,5;9,5;1
703;0;2;0;1;0;92,5;1;0;0;5;8;2;6;5,86667;6,86667;6,86667;0;0;1;1;0;0;0;0;0;620;770;620;0,5;0,5;1;1,5;9;0;1
704;0;2;1;0;0;40;1;1;0;6;6;4;7;5,21667;7,21667;7,21667;0;0;0;0;0;0;0;1;0;660;625;695;1,5;1,5;1;11;16;11;1
705;0;1;0;0;0;60;1;1;0;6;9;7;5;4,88333;6,38333;6,38333;0;0;1;0;1;0;0;1;0;295;415;315;1;1;1;1,25;3,25;5,25;1
706;0;4;1;0;0;112,5;1;1;0;1;11;7;2;2,85;3,85;3,85;1;0;0;0;0;0;0;0;1;265;290;305;0,5;0,5;0;8,85;6,85;0,65;1
707;0;2;0;1;0;92,5;0;1;0;7;3;7;2;5,33333;7,33333;6,83333;0;0;0;0;0;0;1;0;0;435;585;435;1,5;1;1;4,33333333333333;1,33333333333333;6,83333333333333;3
708;1;4;1;0;0;112,5;0;1;0;1;7;6;10;4,23333;5,23333;5,73333;0;0;1;0;0;0;0;1;0;410;525;505;0,5;1;0;7,98333333333333;13,4833333333333;10,9833333333333;1
710;0;1;0;1;0;112,5;0;0;1;1;7;6;10;5,3;6,3;6,8;0;0;1;0;0;0;0;1;0;665;850;810;0,5;1;0;12;9;11;1
711;0;2;0;1;0;137,5;0;1;0;2;3;4;3;1,25;2,25;3,25;0;0;0;0;0;1;0;0;0;120;100;140;0,5;1,5;0;7;1;2,5;2
712;1;1;0;0;0;50;0;1;0;2;3;2;5;4,3;5,3;6,3;0;0;1;0;0;0;1;0;0;300;300;265;0,5;1,5;1;11,8;9,8;6,3;1
713;0;1;0;0;1;40;1;1;0;2;4;6;2;5,83333;8,33333;6,83333;1;0;0;1;0;0;1;0;0;380;295;395;2;0,5;1;5,83333333333333;11,3333333333333;3,83333333333333;1
714;0;1;1;0;0;350;1;1;0;4;6;10;8;5,3;6,8;7,3;0;0;0;1;0;0;0;0;0;885;665;625;1;1,5;0;12,55;14,05;9,55;2
716;1;1;1;0;0;70;0;1;0;2;10;1;3;6,15;8,65;7,15;0;0;1;0;0;0;0;1;0;730;700;665;2;0,5;1;1,4;4,9;4,4;1
718;1;1;0;0;1;137,5;1;1;0;1;7;5;2;4,38333;6,38333;6,38333;1;0;0;0;1;0;0;0;0;330;235;330;1,5;1,5;0;1;0;1;1
719;0;4;0;1;0;162,5;0;0;1;5;9;2;6;6,16667;8,16667;8,66667;0;1;0;0;0;0;0;0;1;395;320;340;1,5;2;0;0;1;3;3
720;1;1;1;0;0;137,5;0;1;0;10;7;1;7;5,5;8;8;1;0;0;1;0;0;0;1;0;760;635;605;2;2;0;4;6;3;3
722;0;1;0;1;0;92,5;1;1;0;1;6;2;3;4,61667;6,11667;5,61667;0;0;0;0;0;0;1;0;0;400;295;400;1;0,5;1;7,01666666666667;10,0166666666667;12,0166666666667;2
723;0;2;0;1;0;80;1;1;0;1;7;5;2;0,966667;2,96667;2,96667;1;0;0;0;1;0;0;0;0;125;90;125;1,5;1,5;1;0,5;2;3,5;1
725;0;1;1;0;0;50;0;0;1;2;7;4;6;5,5;8;7;1;0;0;0;0;0;0;0;1;490;490;425;2;1;1;6,25;6,25;5,25;1
726;0;1;1;0;0;92,5;0;1;0;2;6;6;4;3,93333;4,93333;6,43333;0;0;0;0;1;0;0;1;0;440;420;330;0,5;2;1;0,5;1,5;1,5;1
727;0;2;1;0;0;92,5;1;0;0;5;4;3;4;5,08333;6,08333;6,08333;1;0;0;0;0;0;0;0;1;405;405;455;0,5;0,5;1;1;1;3;3
728;1;1;0;1;0;112,5;0;0;0;6;7;6;1;1,96667;4,46667;4,46667;0;0;0;0;0;1;0;0;0;175;160;180;2;2;0;1,96666666666667;5,96666666666667;7,46666666666667;1
729;0;1;1;0;0;50;0;0;0;3;8;8;7;3,36667;5,36667;4,86667;0;1;0;1;0;0;0;1;0;500;425;500;1,5;1;1;5,36666666666667;8,86666666666667;9,86666666666667;1
731;1;1;0;0;0;50;0;0;0;4;3;7;6;4,56667;6,06667;7,06667;0;0;1;0;0;1;0;0;1;675;595;650;1;2;1;5,06666666666667;2,06666666666667;3,06666666666667;2
732;0;1;1;0;0;60;1;1;0;1;3;6;7;4,38333;6,88333;6,38333;0;1;0;0;0;1;1;0;0;710;575;640;2;1,5;1;7;2;8,5;2
734;0;1;1;0;0;92,5;1;1;0;9;1;5;3;5,5;7,5;8;0;0;0;1;0;0;0;0;0;555;635;475;1,5;2;1;4;2;1;1
735;0;1;1;0;0;50;0;1;0;2;6;5;7;3,93333;4,93333;6,43333;0;0;1;1;0;0;0;0;1;275;305;305;0,5;2;1;4;9;8;1
736;0;1;1;0;0;92,5;1;0;1;2;4;6;2;5,53333;7,03333;8,03333;0;0;0;0;0;0;0;1;0;780;1005;915;1;2;1;2;4;4;1
737;0;1;1;0;0;112,5;0;0;1;1;6;4;5;4,56667;6,06667;5,56667;0;0;1;0;0;1;0;0;0;495;540;430;1;0,5;0;3,5;8;1;3
740;0;1;1;0;0;112,5;0;0;1;1;10;3;4;5,08333;7,08333;7,58333;0;0;1;0;1;0;1;0;0;715;680;860;1,5;2;0;0,0833333333333333;2,08333333333333;3,58333333333333;1
742;0;1;1;0;0;60;0;1;0;4;5;2;8;5,01667;6,01667;7,51667;0;1;0;0;0;1;1;0;0;820;665;855;0,5;2;1;6,48333333333333;0,516666666666667;0,983333333333333;1
743;0;2;1;0;0;350;0;1;0;10;10;4;10;4,68333;6,18333;6,18333;0;1;0;0;0;0;0;0;0;490;465;465;1;1;0;3,75;0,75;0,75;1
